order_item_id,reason,status,refund_amount,restocking_fee,created_at
134039,Changed my mind,initiated,140.47,15.61,2025-10-04 12:43:00
134061,Not as described,denied,214.3,23.81,2025-04-07 15:15:00
134068,Changed my mind,denied,33.18,3.69,2025-12-11 03:28:00
134182,Too small,initiated,89.97,10.0,2025-05-21 07:03:00
134296,Better price found,denied,93.25,10.36,2025-08-05 00:18:00
134342,Better price found,refunded,65.45,7.27,2026-02-17 22:35:00
134412,Arrived damaged,refunded,71.77,7.97,2026-02-14 22:06:00
134426,Better price found,denied,502.85,55.87,2025-04-02 19:42:00
134459,Too large,denied,118.03,13.11,2025-05-10 01:33:00
134465,Not as described,denied,61.45,6.83,2025-10-28 13:56:00
134469,Not as described,denied,216.95,24.11,2025-01-30 12:19:00
134657,Wrong color,initiated,353.46,39.27,2025-02-06 13:53:00
134695,Better price found,initiated,56.27,6.25,2026-02-20 15:53:00
134703,Too large,initiated,972.05,108.01,2025-07-08 21:30:00
134829,Too large,initiated,44.89,4.99,2025-08-30 16:07:00
134865,Arrived damaged,initiated,670.25,74.47,2025-02-01 22:32:00
134873,Too large,initiated,49.95,5.55,2025-03-26 23:05:00
134944,Too large,denied,40.42,4.49,2025-03-10 09:06:00
134946,Too small,initiated,181.6,20.18,2025-03-09 09:06:00
134955,Arrived damaged,refunded,73.52,8.17,2025-05-28 20:08:00
135190,Wrong color,initiated,428.62,47.62,2026-01-11 10:12:00
135392,Too small,initiated,165.59,18.4,2025-06-01 11:19:00
135514,Not as described,initiated,317.3,35.26,2025-02-05 19:41:00
135546,Better price found,denied,90.72,10.08,2025-09-15 19:21:00
135667,Duplicate order,denied,46.12,5.12,2025-04-28 13:40:00
135720,Changed my mind,refunded,51.66,5.74,2025-10-02 16:34:00
135893,Arrived damaged,denied,134.53,14.95,2025-04-15 10:54:00
135894,Too large,denied,307.25,34.14,2025-10-03 06:15:00
135942,Changed my mind,denied,130.34,14.48,2025-01-30 08:14:00
135949,Too small,denied,53.44,5.94,2025-04-04 20:56:00
136070,Not satisfied,initiated,54.22,6.02,2025-12-03 02:11:00
136098,Too small,refunded,60.67,6.74,2025-02-07 08:20:00
136106,Wrong color,refunded,142.94,15.88,2025-08-23 18:49:00
136123,Better price found,refunded,584.58,64.95,2025-10-12 04:39:00
136124,Better price found,denied,61.76,6.86,2025-03-28 05:17:00
136155,Defective item,initiated,656.07,72.9,2026-01-06 20:21:00
136211,Wrong color,denied,164.93,18.33,2025-12-15 21:16:00
136337,Better price found,refunded,60.25,6.69,2025-08-10 07:52:00
136339,Better price found,refunded,53.37,5.93,2025-12-19 18:42:00
136353,Not satisfied,refunded,341.5,37.94,2025-12-01 19:23:00
136395,Arrived damaged,refunded,138.72,15.41,2026-01-07 06:28:00
136455,Not satisfied,refunded,236.76,26.31,2025-12-20 03:27:00
136470,Too small,initiated,187.74,20.86,2025-12-28 05:10:00
136491,Arrived damaged,initiated,46.93,5.21,2026-01-29 17:06:00
136547,Not satisfied,denied,85.16,9.46,2026-01-28 20:33:00
136577,Not as described,refunded,365.51,40.61,2025-04-16 05:28:00
136597,Defective item,refunded,310.42,34.49,2026-01-13 13:49:00
136621,Defective item,refunded,30.62,3.4,2025-11-25 22:12:00
136710,Too large,denied,34.39,3.82,2025-09-24 19:36:00
136733,Not satisfied,refunded,137.66,15.3,2025-06-19 11:47:00
136752,Duplicate order,refunded,5.37,0.6,2025-06-14 20:35:00
136831,Better price found,refunded,422.82,46.98,2025-06-30 21:29:00
136836,Too large,refunded,81.84,9.09,2025-09-01 04:06:00
136930,Changed my mind,initiated,170.86,18.98,2025-09-04 02:02:00
136960,Not as described,initiated,248.81,27.64,2025-02-22 02:35:00
137012,Too large,refunded,71.5,7.94,2025-03-07 01:56:00
137019,Not as described,refunded,221.1,24.57,2025-08-17 20:22:00
137028,Arrived damaged,denied,887.84,98.65,2025-12-21 02:22:00
137076,Not as described,initiated,171.21,19.02,2025-07-10 02:11:00
137168,Not as described,denied,41.17,4.57,2025-03-31 22:58:00
137243,Better price found,refunded,55.89,6.21,2025-09-04 07:53:00
137255,Better price found,denied,84.75,9.42,2025-01-18 20:27:00
137262,Better price found,denied,166.25,18.47,2025-03-23 05:03:00
137434,Better price found,refunded,79.68,8.85,2025-04-18 16:17:00
137516,Defective item,initiated,15.3,1.7,2025-10-05 10:08:00
137568,Not as described,denied,76.03,8.45,2026-03-10 02:31:00
137661,Changed my mind,refunded,50.89,5.65,2025-02-08 00:42:00
137709,Wrong color,denied,195.57,21.73,2025-10-05 15:07:00
137869,Defective item,denied,72.25,8.03,2026-01-23 09:36:00
137986,Wrong color,denied,157.45,17.49,2025-05-13 06:07:00
138002,Duplicate order,refunded,57.24,6.36,2025-03-31 05:42:00
138218,Too small,refunded,23.11,2.57,2025-04-20 00:13:00
138430,Better price found,refunded,319.82,35.53,2025-10-08 06:18:00
138490,Not as described,initiated,499.77,55.53,2025-02-09 19:40:00
138550,Too large,refunded,65.92,7.33,2025-05-13 06:06:00
138595,Arrived damaged,denied,114.75,12.75,2025-01-17 04:50:00
138731,Too small,denied,161.68,17.96,2025-07-31 03:30:00
139042,Arrived damaged,denied,336.58,37.4,2025-04-15 22:48:00
139056,Not satisfied,denied,52.97,5.89,2025-11-12 22:27:00
139163,Changed my mind,initiated,242.81,26.98,2025-12-15 04:29:00
139280,Not as described,initiated,27.61,3.07,2025-03-18 11:32:00
139288,Too small,initiated,118.42,13.16,2025-11-24 01:54:00
139370,Changed my mind,refunded,157.9,17.54,2025-03-22 12:09:00
139402,Too large,initiated,261.12,29.01,2026-03-03 00:17:00
139463,Defective item,refunded,27.89,3.1,2025-07-05 10:26:00
139469,Too large,denied,12.01,1.33,2025-12-04 09:43:00
139661,Wrong color,initiated,174.71,19.41,2026-02-25 14:50:00
139677,Better price found,initiated,354.75,39.42,2025-12-02 23:22:00
139701,Wrong color,refunded,329.59,36.62,2026-03-04 04:08:00
139735,Arrived damaged,refunded,57.43,6.38,2025-09-01 17:39:00
139760,Duplicate order,refunded,32.84,3.65,2025-02-22 21:20:00
139854,Defective item,denied,381.48,42.39,2025-05-07 06:20:00
139952,Changed my mind,refunded,39.07,4.34,2026-01-08 02:33:00
140054,Changed my mind,refunded,118.99,13.22,2025-09-15 22:59:00
140081,Defective item,denied,54.67,6.07,2025-03-02 21:00:00
140115,Wrong color,initiated,25.65,2.85,2025-08-05 13:15:00
140131,Defective item,refunded,25.96,2.88,2025-11-20 09:09:00
140138,Not satisfied,denied,110.11,12.23,2026-01-15 14:26:00
140146,Duplicate order,initiated,158.11,17.57,2025-01-10 02:04:00
140275,Defective item,refunded,77.54,8.62,2025-06-26 11:28:00
140290,Arrived damaged,refunded,16.04,1.78,2025-03-01 22:56:00
140339,Wrong color,denied,62.62,6.96,2025-12-28 17:41:00
140489,Not as described,denied,348.92,38.77,2025-05-08 12:03:00
140500,Too large,denied,7.41,0.82,2025-07-28 10:21:00
140540,Better price found,refunded,248.4,27.6,2025-03-23 16:33:00
140716,Defective item,initiated,82.54,9.17,2026-01-07 07:16:00
140731,Too large,denied,712.48,79.16,2025-11-17 22:51:00
140829,Arrived damaged,denied,113.1,12.57,2025-12-21 01:07:00
140841,Changed my mind,initiated,182.29,20.25,2025-04-18 13:39:00
140999,Defective item,refunded,174.66,19.41,2025-02-06 14:30:00
141032,Arrived damaged,denied,138.3,15.37,2025-10-08 19:59:00
141115,Not as described,denied,134.66,14.96,2025-12-05 06:53:00
141198,Wrong color,initiated,46.04,5.12,2025-09-25 15:47:00
141323,Not satisfied,initiated,449.77,49.97,2025-06-18 01:52:00
141361,Not satisfied,denied,753.71,83.75,2025-02-13 01:23:00
141505,Better price found,initiated,46.22,5.14,2025-03-26 13:37:00
141602,Defective item,denied,257.93,28.66,2025-06-05 00:09:00
141617,Arrived damaged,refunded,17.64,1.96,2025-02-16 19:15:00
141632,Not as described,refunded,327.04,36.34,2026-02-15 09:37:00
141655,Wrong color,refunded,357.34,39.7,2025-07-19 08:36:00
141680,Too small,refunded,199.4,22.16,2025-12-19 18:32:00
141699,Not satisfied,refunded,309.55,34.39,2025-08-02 13:32:00
141797,Changed my mind,denied,26.78,2.98,2025-08-30 23:01:00
141874,Not satisfied,refunded,241.76,26.86,2025-06-29 01:52:00
141879,Wrong color,initiated,36.42,4.05,2025-01-27 08:20:00
142138,Too small,refunded,21.35,2.37,2025-06-23 01:57:00
142319,Arrived damaged,initiated,408.55,45.39,2025-11-24 20:50:00
142353,Duplicate order,refunded,45.66,5.07,2025-02-12 20:39:00
142394,Arrived damaged,initiated,133.0,14.78,2025-12-29 01:16:00
142632,Changed my mind,refunded,163.57,18.17,2025-09-13 05:26:00
142633,Too small,refunded,30.68,3.41,2025-09-28 05:26:00
142675,Not as described,refunded,38.69,4.3,2025-06-25 22:28:00
142676,Changed my mind,initiated,97.87,10.87,2025-09-03 16:45:00
142813,Too large,refunded,44.06,4.9,2026-03-01 15:29:00
142830,Better price found,denied,81.59,9.07,2026-02-03 03:12:00
142860,Defective item,initiated,54.36,6.04,2025-04-24 13:25:00
143123,Too large,denied,111.24,12.36,2025-12-23 10:32:00
143144,Changed my mind,initiated,229.39,25.49,2025-09-05 19:41:00
143244,Wrong color,initiated,409.82,45.54,2025-08-31 03:50:00
143258,Better price found,refunded,14.63,1.63,2025-06-02 00:08:00
143264,Wrong color,denied,68.54,7.62,2025-12-06 07:39:00
143464,Wrong color,denied,72.52,8.06,2025-03-05 12:32:00
143489,Changed my mind,initiated,109.77,12.2,2025-09-25 05:23:00
143575,Too small,initiated,41.66,4.63,2025-01-30 01:28:00
143694,Duplicate order,refunded,24.14,2.68,2025-03-26 19:15:00
143704,Arrived damaged,initiated,43.9,4.88,2025-06-16 08:04:00
143706,Better price found,initiated,340.39,37.82,2025-12-01 18:15:00
143766,Duplicate order,refunded,22.28,2.48,2025-06-12 19:54:00
143853,Not as described,refunded,132.89,14.77,2025-07-15 07:42:00
143856,Better price found,initiated,229.1,25.46,2025-03-21 22:14:00
143868,Wrong color,initiated,9.21,1.02,2025-07-24 08:24:00
144004,Defective item,initiated,64.94,7.22,2025-01-31 14:20:00
144110,Arrived damaged,initiated,77.49,8.61,2025-08-16 05:10:00
144126,Defective item,refunded,77.31,8.59,2025-01-26 01:38:00
144144,Not as described,refunded,71.08,7.9,2025-02-20 18:58:00
144178,Too small,denied,90.27,10.03,2026-03-15 10:31:00
144216,Too large,refunded,142.38,15.82,2026-01-03 17:23:00
144232,Better price found,initiated,303.26,33.7,2025-10-07 06:43:00
144341,Too small,denied,45.9,5.1,2025-06-14 12:10:00
144395,Duplicate order,denied,601.4,66.82,2026-03-18 09:00:00
144403,Not as described,denied,178.42,19.82,2026-02-20 05:10:00
144418,Not satisfied,denied,31.52,3.5,2025-08-02 18:43:00
144434,Not satisfied,refunded,24.93,2.77,2025-11-03 15:20:00
144556,Not satisfied,denied,65.77,7.31,2025-04-19 07:29:00
144657,Not as described,denied,211.57,23.51,2026-01-31 20:24:00
144747,Arrived damaged,refunded,40.29,4.48,2025-02-02 05:49:00
144758,Not as described,refunded,93.8,10.42,2025-02-09 23:53:00
144759,Too large,denied,62.83,6.98,2025-02-23 23:53:00
144847,Too small,refunded,37.51,4.17,2025-08-27 16:04:00
144893,Not satisfied,refunded,82.92,9.21,2025-03-23 07:04:00
144963,Duplicate order,initiated,20.45,2.27,2026-03-01 17:00:00
144987,Too small,denied,185.6,20.62,2025-07-29 09:30:00
145016,Not as described,denied,44.97,5.0,2026-03-01 16:36:00
145051,Not satisfied,initiated,103.45,11.5,2025-10-06 17:29:00
145066,Not satisfied,initiated,59.09,6.57,2025-03-16 06:03:00
145177,Too large,denied,66.38,7.38,2025-04-26 03:11:00
145184,Changed my mind,denied,323.65,35.96,2025-08-25 15:51:00
145208,Changed my mind,initiated,136.22,15.13,2025-02-06 21:07:00
145276,Wrong color,denied,332.26,36.92,2025-11-06 20:50:00
145371,Better price found,initiated,28.84,3.21,2025-10-17 15:44:00
145404,Arrived damaged,denied,153.01,17.0,2025-07-17 15:21:00
145418,Not satisfied,initiated,232.33,25.82,2025-10-23 15:37:00
145422,Duplicate order,refunded,48.22,5.36,2025-07-29 18:48:00
145701,Not satisfied,refunded,60.81,6.76,2025-12-20 11:31:00
145703,Wrong color,denied,12.82,1.42,2025-10-12 19:12:00
145762,Not as described,refunded,24.18,2.69,2025-02-10 04:17:00
145877,Defective item,denied,209.17,23.24,2025-06-05 18:08:00
145906,Changed my mind,denied,79.45,8.83,2025-08-09 18:42:00
146129,Wrong color,initiated,111.81,12.42,2025-04-29 19:14:00
146149,Too small,denied,194.45,21.61,2025-02-06 04:59:00
146164,Duplicate order,refunded,7.34,0.82,2025-10-03 12:16:00
146347,Not satisfied,denied,21.76,2.42,2025-09-02 07:55:00
146348,Too large,denied,18.4,2.04,2026-03-15 22:10:00
146373,Not as described,denied,438.13,48.68,2025-06-10 03:42:00
146382,Defective item,refunded,44.82,4.98,2025-07-16 08:52:00
146442,Too small,denied,42.04,4.67,2025-02-15 15:34:00
146449,Wrong color,refunded,25.47,2.83,2026-01-05 14:34:00
146584,Too small,initiated,47.52,5.28,2025-05-16 13:21:00
146588,Not satisfied,refunded,23.69,2.63,2025-10-15 15:58:00
146596,Better price found,refunded,141.82,15.76,2026-03-05 22:45:00
146704,Too large,initiated,111.8,12.42,2026-01-21 18:25:00
146800,Too large,denied,68.54,7.62,2026-01-04 01:44:00
146871,Not satisfied,denied,204.09,22.68,2025-03-26 10:49:00
146873,Not satisfied,initiated,220.22,24.47,2025-04-03 10:49:00
146974,Changed my mind,refunded,109.48,12.17,2025-02-06 19:31:00
147052,Arrived damaged,denied,204.79,22.76,2026-02-15 12:40:00
147062,Defective item,refunded,120.35,13.37,2025-08-12 06:00:00
147131,Not satisfied,refunded,21.77,2.42,2025-09-05 16:57:00
147200,Wrong color,refunded,39.43,4.38,2026-01-20 04:41:00
147202,Changed my mind,initiated,15.45,1.72,2026-01-14 04:41:00
147382,Not satisfied,denied,37.87,4.21,2025-11-15 09:39:00
147399,Arrived damaged,refunded,156.87,17.43,2025-12-08 00:32:00
147429,Not satisfied,initiated,257.58,28.62,2025-07-10 14:23:00
147583,Not satisfied,denied,205.78,22.86,2025-12-30 18:18:00
147638,Wrong color,denied,26.2,2.91,2026-01-13 22:25:00
147692,Not as described,refunded,171.21,19.02,2026-01-10 13:10:00
147728,Arrived damaged,refunded,75.79,8.42,2025-10-31 22:16:00
147779,Changed my mind,refunded,329.32,36.59,2025-03-21 12:38:00
147786,Better price found,denied,103.28,11.48,2025-08-30 05:41:00
147841,Too small,initiated,364.45,40.49,2025-07-04 09:48:00
147892,Better price found,denied,452.74,50.3,2026-01-05 00:36:00
148133,Too small,refunded,77.49,8.61,2025-02-11 19:59:00
148148,Too large,denied,24.68,2.74,2026-03-01 15:39:00
148199,Duplicate order,denied,52.64,5.85,2025-02-06 08:48:00
148242,Defective item,denied,40.01,4.45,2026-02-08 04:33:00
148243,Better price found,denied,100.03,11.12,2026-02-17 04:33:00
148412,Changed my mind,denied,20.29,2.25,2025-03-08 22:42:00
148431,Better price found,denied,379.6,42.18,2025-09-16 21:55:00
148614,Too large,refunded,88.42,9.82,2026-01-19 04:52:00
148652,Changed my mind,refunded,45.77,5.08,2025-03-26 16:22:00
148669,Arrived damaged,refunded,859.32,95.48,2025-05-15 09:22:00
148697,Changed my mind,initiated,45.49,5.05,2025-08-20 13:47:00
148773,Defective item,denied,77.9,8.65,2025-11-10 13:02:00
148815,Duplicate order,denied,167.6,18.62,2025-10-04 07:33:00
148889,Not as described,denied,67.46,7.5,2025-07-20 07:16:00
148895,Too small,initiated,335.43,37.27,2026-03-05 18:07:00
148937,Defective item,refunded,520.09,57.79,2025-12-13 10:04:00
148951,Changed my mind,denied,648.04,72.0,2025-11-25 02:49:00
149223,Defective item,initiated,177.97,19.77,2025-12-02 05:50:00
149367,Not satisfied,refunded,159.95,17.77,2026-01-28 00:50:00
149551,Defective item,denied,82.54,9.17,2026-01-13 05:19:00
149653,Too small,refunded,53.95,5.99,2025-06-29 05:32:00
149664,Defective item,initiated,1329.53,147.73,2025-04-21 07:20:00
149785,Not as described,initiated,219.54,24.39,2026-02-04 19:27:00
149843,Not as described,initiated,175.34,19.48,2025-04-13 21:36:00
150034,Wrong color,denied,18.11,2.01,2026-03-13 03:56:00
150035,Better price found,denied,548.69,60.97,2026-03-01 03:56:00
150091,Wrong color,refunded,25.38,2.82,2025-10-28 12:30:00
150097,Too small,initiated,53.44,5.94,2025-07-15 16:21:00
150107,Not satisfied,refunded,36.32,4.04,2025-10-27 12:54:00
150118,Better price found,denied,509.95,56.66,2026-02-08 21:05:00
150150,Better price found,denied,87.94,9.77,2025-11-05 11:53:00
150282,Wrong color,refunded,235.58,26.18,2025-11-06 14:30:00
150315,Too small,refunded,121.98,13.55,2025-07-05 12:08:00
150333,Changed my mind,refunded,178.12,19.79,2025-02-12 17:47:00
150340,Not as described,initiated,70.0,7.78,2025-05-26 21:15:00
150460,Too small,refunded,118.42,13.16,2025-05-17 06:00:00
150473,Too large,refunded,32.64,3.63,2025-10-18 03:22:00
150499,Too large,refunded,46.91,5.21,2026-02-04 03:58:00
150526,Changed my mind,initiated,52.5,5.83,2025-03-13 08:09:00
150576,Duplicate order,denied,210.9,23.43,2025-03-17 22:21:00
150619,Defective item,initiated,240.06,26.67,2025-02-20 15:01:00
150688,Better price found,initiated,495.29,55.03,2025-07-07 07:56:00
150754,Changed my mind,initiated,58.95,6.55,2025-09-24 14:10:00
150774,Defective item,refunded,103.84,11.54,2025-09-05 09:25:00
150775,Arrived damaged,initiated,9.1,1.01,2025-09-02 09:25:00
150808,Too large,initiated,109.94,12.22,2025-07-20 15:43:00
150818,Too small,denied,38.34,4.26,2025-12-19 15:19:00
150858,Not satisfied,denied,88.42,9.82,2025-07-24 15:49:00
150965,Defective item,denied,222.62,24.73,2025-07-25 05:54:00
151168,Too small,initiated,251.42,27.94,2026-01-27 23:31:00
151242,Too small,initiated,199.66,22.18,2026-03-04 04:48:00
151260,Better price found,initiated,93.15,10.35,2025-02-14 14:34:00
151330,Better price found,denied,130.95,14.55,2025-06-08 08:29:00
151337,Not as described,refunded,797.94,88.66,2025-05-19 20:51:00
151502,Duplicate order,initiated,4.56,0.51,2025-10-17 03:41:00
151602,Too small,initiated,665.78,73.98,2026-01-11 22:51:00
151611,Duplicate order,refunded,182.74,20.3,2025-05-27 14:39:00
151740,Too large,denied,80.02,8.89,2025-12-03 23:38:00
151748,Too large,refunded,63.15,7.02,2026-01-10 06:43:00
151957,Defective item,initiated,15.54,1.73,2025-07-20 20:09:00
152024,Changed my mind,denied,18.54,2.06,2025-08-17 20:54:00
152152,Too small,initiated,26.59,2.95,2025-09-06 16:39:00
152250,Duplicate order,refunded,30.74,3.42,2025-12-31 18:37:00
152266,Better price found,denied,57.13,6.35,2025-11-05 22:32:00
152332,Wrong color,denied,225.25,25.03,2026-01-25 08:15:00
152475,Too large,refunded,272.13,30.24,2025-07-19 07:17:00
152609,Wrong color,denied,51.89,5.77,2026-01-10 11:04:00
152627,Changed my mind,denied,449.77,49.97,2025-04-08 00:55:00
152693,Duplicate order,denied,331.51,36.83,2025-01-27 01:55:00
152716,Changed my mind,refunded,467.75,51.97,2025-08-04 10:42:00
152763,Not satisfied,denied,74.91,8.32,2025-03-18 10:07:00
152811,Too large,refunded,57.62,6.4,2025-05-02 23:39:00
152822,Not satisfied,denied,354.68,39.41,2025-03-30 16:07:00
152963,Better price found,initiated,27.11,3.01,2025-07-31 06:09:00
153092,Too small,denied,92.41,10.27,2025-11-27 13:23:00
153253,Too small,refunded,57.38,6.37,2025-07-20 19:51:00
153283,Arrived damaged,refunded,51.34,5.71,2025-04-29 13:21:00
153286,Wrong color,refunded,13.28,1.47,2025-04-12 13:21:00
153312,Not as described,refunded,344.93,38.32,2025-05-31 05:06:00
153458,Wrong color,denied,242.33,26.92,2025-09-28 13:28:00
153461,Wrong color,initiated,109.48,12.17,2025-12-08 22:59:00
153495,Wrong color,denied,121.74,13.53,2026-01-16 04:58:00
153566,Arrived damaged,refunded,205.63,22.85,2025-05-30 20:02:00
153616,Changed my mind,refunded,60.07,6.67,2025-04-08 06:43:00
153628,Too large,refunded,56.21,6.25,2025-05-25 14:50:00
153838,Too large,refunded,299.2,33.24,2026-03-23 15:56:00
153908,Arrived damaged,refunded,171.77,19.09,2025-09-09 11:31:00
154254,Better price found,initiated,14.74,1.64,2025-05-22 13:02:00
154382,Defective item,refunded,103.27,11.47,2025-05-24 07:15:00
154387,Too large,denied,181.76,20.2,2026-02-08 15:59:00
154469,Wrong color,denied,80.8,8.98,2025-07-01 18:34:00
154521,Defective item,initiated,34.4,3.82,2025-09-18 22:58:00
154577,Defective item,refunded,60.26,6.7,2025-05-29 14:10:00
154849,Duplicate order,refunded,241.54,26.84,2026-01-17 00:26:00
154950,Arrived damaged,denied,250.05,27.78,2026-01-12 21:43:00
154953,Changed my mind,refunded,47.93,5.32,2025-02-18 12:03:00
154985,Too small,refunded,82.62,9.18,2025-01-23 14:26:00
155002,Better price found,refunded,405.57,45.06,2025-09-28 10:52:00
155034,Defective item,refunded,1018.36,113.15,2025-10-24 23:03:00
155166,Defective item,initiated,1328.75,147.64,2025-03-29 20:17:00
155203,Too small,initiated,54.75,6.08,2026-03-02 20:45:00
155212,Defective item,denied,96.27,10.7,2025-10-29 03:29:00
155214,Defective item,refunded,13.48,1.5,2025-10-18 08:08:00
155229,Not satisfied,initiated,177.98,19.78,2025-08-06 02:48:00
155266,Too small,refunded,10.03,1.11,2025-07-31 01:42:00
155295,Too large,refunded,55.84,6.2,2026-01-07 07:10:00
155345,Changed my mind,refunded,75.67,8.41,2025-07-07 16:42:00
155416,Changed my mind,denied,57.59,6.4,2025-07-16 04:24:00
155453,Not as described,refunded,126.22,14.02,2025-09-23 13:36:00
155572,Defective item,refunded,144.34,16.04,2026-01-22 08:59:00
155636,Not as described,denied,239.0,26.56,2025-04-29 10:32:00
155637,Too large,refunded,31.16,3.46,2025-04-30 10:32:00
155641,Changed my mind,initiated,13.9,1.55,2025-01-18 05:17:00
155685,Too small,denied,60.69,6.74,2025-10-13 09:54:00
155687,Better price found,refunded,219.47,24.39,2025-11-27 08:01:00
155889,Not as described,initiated,226.72,25.19,2025-07-06 10:11:00
156001,Too small,initiated,64.51,7.17,2025-08-12 08:25:00
156015,Wrong color,denied,53.24,5.92,2025-12-18 21:18:00
156050,Better price found,denied,37.15,4.13,2025-09-02 16:58:00
156070,Not satisfied,denied,86.39,9.6,2025-05-29 00:07:00
156083,Not satisfied,initiated,98.78,10.98,2025-05-27 01:30:00
156094,Changed my mind,initiated,160.35,17.82,2025-10-26 17:10:00
156194,Too large,denied,320.71,35.63,2025-11-16 06:32:00
156248,Not as described,denied,95.28,10.59,2025-06-16 22:56:00
156424,Too small,initiated,13.29,1.48,2025-02-28 15:03:00
156488,Too large,denied,81.76,9.08,2025-02-24 17:46:00
156506,Not satisfied,refunded,141.1,15.68,2025-04-03 18:14:00
156514,Defective item,refunded,26.56,2.95,2026-02-19 00:57:00
156515,Not satisfied,refunded,68.5,7.61,2026-02-06 00:57:00
156523,Too small,denied,807.14,89.68,2025-09-23 20:29:00
156557,Too small,refunded,63.47,7.05,2025-05-08 16:43:00
156558,Duplicate order,denied,39.43,4.38,2026-02-19 10:04:00
156564,Better price found,initiated,21.19,2.35,2025-03-15 13:46:00
156589,Too large,initiated,128.09,14.23,2025-06-25 00:47:00
156617,Wrong color,initiated,33.79,3.75,2025-08-12 19:39:00
156672,Wrong color,initiated,118.93,13.22,2025-07-29 23:02:00
156694,Changed my mind,refunded,28.63,3.18,2025-02-14 16:23:00
156860,Changed my mind,denied,1281.31,142.37,2026-01-19 23:42:00
156925,Not as described,refunded,82.11,9.12,2025-01-21 22:28:00
157276,Better price found,denied,40.07,4.45,2025-06-01 00:12:00
157298,Not as described,denied,8.6,0.96,2025-02-25 10:51:00
157471,Duplicate order,refunded,351.27,39.03,2025-10-09 11:31:00
157485,Better price found,denied,401.81,44.65,2025-02-28 10:41:00
157849,Not satisfied,denied,170.72,18.97,2025-09-16 23:28:00
157974,Better price found,refunded,54.17,6.02,2025-11-03 08:42:00
158015,Arrived damaged,initiated,75.02,8.34,2025-06-14 08:51:00
158200,Better price found,initiated,14.63,1.63,2025-04-05 20:49:00
158211,Too large,initiated,616.16,68.46,2025-03-13 18:32:00
158308,Arrived damaged,initiated,87.7,9.74,2025-11-05 07:42:00
158336,Better price found,refunded,713.05,79.23,2025-06-16 03:08:00
158350,Wrong color,denied,15.32,1.7,2025-02-19 16:40:00
158351,Changed my mind,denied,27.41,3.05,2025-02-27 16:40:00
158355,Duplicate order,initiated,57.21,6.36,2025-07-21 16:09:00
158432,Duplicate order,initiated,207.95,23.11,2025-12-03 22:51:00
158511,Not as described,refunded,51.0,5.67,2025-04-08 11:14:00
158587,Better price found,initiated,134.33,14.93,2025-02-26 05:17:00
158599,Too large,initiated,106.97,11.89,2025-03-29 00:42:00
158697,Changed my mind,refunded,127.78,14.2,2025-02-14 04:33:00
158779,Defective item,initiated,40.41,4.49,2025-04-27 08:49:00
158802,Wrong color,initiated,103.37,11.49,2025-05-21 02:12:00
158806,Too small,refunded,210.2,23.35,2025-10-04 03:07:00
158816,Not as described,denied,69.37,7.71,2025-05-11 12:33:00
158997,Better price found,initiated,15.99,1.78,2025-07-05 00:09:00
159035,Better price found,refunded,51.09,5.68,2025-10-03 15:57:00
159083,Not satisfied,refunded,145.75,16.19,2025-07-29 04:57:00
159118,Better price found,initiated,249.44,27.72,2025-04-05 13:59:00
159206,Better price found,refunded,75.5,8.39,2026-01-11 04:14:00
159271,Not as described,refunded,71.3,7.92,2025-12-29 03:25:00
159378,Too small,refunded,307.67,34.18,2025-12-27 14:34:00
159417,Too small,refunded,24.01,2.67,2025-09-14 12:16:00
159573,Too large,initiated,58.56,6.51,2026-02-18 16:18:00
159644,Not satisfied,refunded,138.85,15.43,2025-11-19 17:10:00
159766,Wrong color,refunded,183.01,20.33,2025-07-27 11:58:00
159815,Too large,initiated,55.74,6.19,2025-12-31 21:41:00
159816,Better price found,initiated,55.51,6.17,2025-04-11 11:22:00
159829,Defective item,initiated,1207.68,134.19,2025-02-14 05:00:00
159893,Not as described,initiated,49.33,5.48,2026-01-08 21:18:00
159915,Arrived damaged,refunded,35.64,3.96,2026-02-09 07:11:00
160138,Duplicate order,initiated,494.57,54.95,2025-03-04 22:04:00
160157,Better price found,denied,174.96,19.44,2026-01-08 12:33:00
160218,Not as described,refunded,329.78,36.64,2026-02-25 06:44:00
160237,Changed my mind,denied,28.42,3.16,2025-09-05 05:04:00
160246,Duplicate order,initiated,12.17,1.35,2025-12-30 21:04:00
160250,Too small,refunded,158.51,17.61,2026-02-27 10:24:00
160509,Wrong color,refunded,121.63,13.51,2025-04-21 23:11:00
160550,Too small,denied,361.84,40.2,2026-02-28 02:23:00
160613,Duplicate order,denied,395.74,43.97,2025-07-31 13:36:00
160617,Better price found,initiated,35.37,3.93,2025-12-02 14:04:00
160690,Too small,denied,34.69,3.85,2026-01-27 21:01:00
160946,Not as described,refunded,66.69,7.41,2026-03-15 23:33:00
161011,Not satisfied,refunded,13.29,1.48,2025-12-17 06:50:00
161257,Duplicate order,denied,40.38,4.49,2026-01-02 06:02:00
161329,Wrong color,initiated,15.79,1.76,2025-01-26 08:54:00
161356,Changed my mind,refunded,274.97,30.55,2026-01-12 06:27:00
161495,Not satisfied,denied,85.64,9.52,2025-12-23 01:16:00
161496,Defective item,initiated,103.63,11.51,2025-12-22 01:16:00
161511,Not satisfied,refunded,12.69,1.41,2025-03-22 10:32:00
161620,Arrived damaged,initiated,210.2,23.35,2025-08-05 22:30:00
